Security,TRDEBYc1,TRDEBYc1,TRDEBYc1,TRDEBYc1,TRDEBYc1,TRDEBYc1,TRNLTTFYc1,TRNLTTFYc1,TRNLTTFYc1,TRNLTTFYc1,TRNLTTFYc1,TRNLTTFYc1,LCOc1,LCOc1,LCOc1,LCOc1,LCOc1,LCOc1,CLc1,CLc1,CLc1,CLc1,CLc1,CLc1,CFI2Zc1,CFI2Zc1,CFI2Zc1,CFI2Zc1,CFI2Zc1,CFI2Zc1
Field,HIGH,LOW,OPEN,CLOSE,VOLUME,COUNT,HIGH,LOW,OPEN,CLOSE,VOLUME,COUNT,HIGH,LOW,OPEN,CLOSE,VOLUME,COUNT,HIGH,LOW,OPEN,CLOSE,VOLUME,COUNT,HIGH,LOW,OPEN,CLOSE,VOLUME,COUNT
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-25,40.9,40.5,40.25,40.45,-1.0,,13.72,13.6,13.65,13.6,-1.0,,49.06,47.72,47.8,48.61,231031.0,-1.0,46.26,44.73,44.82,45.71,417182.0,-1.0,28.12,27.53,27.75,27.62,34849.0,-1.0
2020-11-26,41.25,40.85,40.65,40.85,-1.0,,13.75,13.52,13.65,13.7,-1.0,,49.09,47.53,48.76,47.8,88757.0,-1.0,,,,,,,28.32,27.32,27.68,28.1,30300.0,-1.0
2020-11-27,41.65,41.55,41.2,41.25,-1.0,,13.93,13.78,13.85,13.9,-1.0,,48.44,47.34,47.81,48.18,87751.0,-1.0,46.09,44.55,45.9,45.53,365128.0,-1.0,28.67,27.88,28.15,28.13,31247.0,-1.0
2020-11-30,42.85,42.6,41.75,41.85,-1.0,,14.35,14.1,14.15,14.35,-1.0,,47.99,46.85,47.91,47.59,20676.0,-1.0,45.8,44.42,45.34,45.34,370755.0,-1.0,29.4,28.04,28.35,29.14,41220.0,-1.0
2020-12-01,43.35,42.2,42.15,43.0,-1.0,,14.48,13.9,14.45,13.98,-1.0,,48.3,46.88,47.79,47.42,258685.0,-1.0,45.7,44.12,45.08,44.55,314919.0,-1.0,30.0,28.71,29.3,28.86,51666.0,-1.0
2020-12-02,42.95,42.75,41.65,42.2,-1.0,,14.05,13.65,13.75,14.05,-1.0,,48.76,46.82,47.05,48.25,285740.0,-1.0,45.92,43.92,44.38,45.28,368854.0,-1.0,29.65,28.55,28.99,29.55,46194.0,-1.0
2020-12-03,42.75,41.8,41.8,42.75,-1.0,,13.8,13.38,13.8,13.52,-1.0,,48.94,47.67,48.0,48.71,274725.0,-1.0,45.84,44.66,44.99,45.64,350768.0,-1.0,29.75,28.9,29.6,29.0,40029.0,-1.0
2020-12-04,43.35,43.2,41.85,41.85,-1.0,,13.9,13.52,13.52,13.82,-1.0,,49.92,48.84,48.96,49.25,253637.0,-1.0,46.68,45.61,45.64,46.26,335453.0,-1.0,30.32,28.9,28.9,30.11,35347.0,-1.0
2020-12-07,43.25,42.8,42.4,42.75,-1.0,,13.65,13.4,13.5,13.52,-1.0,,49.43,48.4,49.23,48.79,207513.0,-1.0,46.54,45.36,46.15,45.76,348871.0,-1.0,29.96,29.44,29.92,29.62,25359.0,-1.0
2020-12-08,43.3,43.1,42.6,42.85,-1.0,,13.78,13.57,13.6,13.6,-1.0,,49.0,48.09,48.58,48.84,225236.0,-1.0,45.93,45.14,45.66,45.6,332641.0,-1.0,30.0,29.47,29.55,29.57,49595.0,-1.0
2020-12-09,43.74,43.4,43.1,43.1,-1.0,,13.99,13.78,13.78,13.9,-1.0,,49.55,48.4,48.84,48.86,267786.0,-1.0,46.24,44.95,45.6,45.52,434976.0,-1.0,30.16,29.53,29.53,29.7,38578.0,-1.0
2020-12-10,44.75,44.75,43.3,43.35,-1.0,,14.53,14.15,14.15,14.53,-1.0,,51.06,48.86,49.0,50.25,288732.0,-1.0,47.74,45.52,45.69,46.78,447529.0,-1.0,31.0,29.62,29.69,30.9,41905.0,-1.0
2020-12-11,45.0,44.65,44.1,44.7,-1.0,,14.88,14.4,14.6,14.85,-1.0,,50.74,49.74,50.45,49.97,231871.0,-1.0,47.29,46.34,46.97,46.57,367305.0,-1.0,31.3,30.3,30.79,30.52,22111.0,-1.0
2020-12-14,46.3,45.75,44.3,44.3,-1.0,,15.6,15.15,15.15,15.48,-1.0,,50.8,49.13,50.05,50.29,236959.0,-1.0,47.44,45.69,46.73,46.99,403543.0,-1.0,31.42,30.36,30.52,30.81,10399.0,-1.0
2020-12-15,47.0,46.75,46.4,46.5,-1.0,,15.8,15.45,15.77,15.8,-1.0,,50.89,49.78,50.3,50.76,190547.0,-1.0,47.73,46.54,46.99,47.62,311169.0,-1.0,32.4,30.92,31.0,32.18,23868.0,-1.0
2020-12-16,47.0,45.6,45.55,47.0,-1.0,,15.75,15.13,15.75,15.15,-1.0,,51.2,50.34,50.64,51.08,222737.0,-1.0,47.94,47.17,47.6,47.82,275331.0,-1.0,32.5,31.42,32.41,31.78,24029.0,-1.0
2020-12-17,45.85,45.1,44.8,45.5,-1.0,,15.11,14.88,14.98,15.0,-1.0,,51.9,51.08,51.12,51.5,233882.0,-1.0,48.59,47.81,47.85,48.36,96536.0,-1.0,32.4,31.49,31.9,31.96,24613.0,-1.0
2020-12-18,44.9,44.75,44.25,44.9,-1.0,,15.05,14.85,14.85,15.05,-1.0,,52.48,51.13,51.43,52.26,246122.0,-1.0,49.28,48.1,48.43,49.1,83711.0,-1.0,32.0,30.78,32.0,31.1,14846.0,-1.0
2020-12-21,45.5,45.4,44.7,44.95,-1.0,,15.68,15.2,15.38,15.68,-1.0,,52.32,49.2,52.22,50.91,288737.0,-1.0,48.61,46.18,48.54,47.74,27955.0,-1.0,30.97,29.71,30.8,30.89,22094.0,-1.0
2020-12-22,46.95,46.75,46.05,46.05,-1.0,,16.25,15.9,15.9,16.17,-1.0,,50.86,49.56,50.65,50.08,194100.0,-1.0,47.96,46.6,47.93,47.02,295737.0,-1.0,31.37,30.43,30.65,31.15,11711.0,-1.0
2020-12-23,47.95,47.44,47.1,47.65,-1.0,,16.13,15.82,16.05,16.13,-1.0,,51.59,49.2,49.7,51.2,182631.0,-1.0,48.5,46.16,46.79,48.12,344306.0,-1.0,31.98,31.0,31.0,31.92,8541.0,-1.0
2020-12-24,47.5,47.5,47.45,47.45,-1.0,,16.28,16.15,16.15,16.23,-1.0,,51.77,50.62,51.11,51.29,96688.0,-1.0,48.62,47.56,48.09,48.23,167390.0,-1.0,32.4,31.79,31.97,32.19,3407.0,-1.0
2020-12-25,,,,,,,,,,16.23,-1.0,,,,,,,,,,,,,,,,,,,
2020-12-28,50.0,49.35,49.2,49.23,-1.0,,,,,,,,52.02,50.53,51.25,50.86,81059.0,-1.0,48.96,47.5,48.23,47.62,238462.0,-1.0,33.5,32.33,32.5,33.44,8046.0,-1.0
2020-12-29,49.05,48.3,48.0,49.05,-1.0,,17.0,16.75,16.92,16.9,-1.0,,51.63,50.86,51.02,51.09,91332.0,-1.0,48.35,47.68,47.72,48.0,213778.0,-1.0,33.42,32.6,33.31,33.02,9514.0,-1.0
2020-12-30,48.7,47.8,47.8,48.7,-1.0,,17.4,17.02,17.4,17.02,-1.0,,51.56,51.04,51.32,51.34,17631.0,-1.0,48.66,47.61,48.13,48.4,266957.0,-1.0,33.41,32.01,33.14,32.19,10507.0,-1.0
2020-12-31,,,,,,,,,,17.05,-1.0,,51.84,50.9,51.49,51.8,133224.0,-1.0,48.58,47.77,48.35,48.52,181894.0,-1.0,32.98,32.03,32.05,32.72,5308.0,-1.0
2021-01-01,,,,,,,,,,16.08,-1.0,,,,,,,,,,,,,,,,,,,
2021-01-04,51.45,50.75,50.7,50.95,-1.0,,16.55,16.08,16.48,16.1,-1.0,,53.33,50.56,51.5,51.09,382895.0,-1.0,49.83,47.18,48.4,47.62,528525.0,-1.0,34.25,32.7,32.7,33.69,19305.0,-1.0
2021-01-05,50.5,49.65,49.45,50.4,-1.0,,15.77,15.63,15.75,15.65,-1.0,,53.9,50.7,50.95,53.6,455351.0,-1.0,50.2,47.24,47.38,49.93,643191.0,-1.0,33.75,32.75,33.75,32.96,19369.0,-1.0
2021-01-06,50.4,49.9,49.5,49.75,-1.0,,16.05,15.5,15.98,15.6,-1.0,,54.73,53.02,53.52,54.3,414408.0,-1.0,50.94,49.48,49.82,50.63,509365.0,-1.0,33.71,32.83,33.14,33.63,17364.0,-1.0
2021-01-07,50.85,50.7,50.3,50.55,-1.0,,16.1,15.9,15.9,16.08,-1.0,,54.9,53.94,54.13,54.38,267188.0,-1.0,51.28,50.39,50.53,50.83,369292.0,-1.0,34.86,33.82,33.82,34.76,22691.0,-1.0
2021-01-08,51.5,51.35,50.7,51.5,-1.0,,16.42,16.23,16.42,16.38,-1.0,,56.36,54.34,54.56,55.99,336650.0,-1.0,52.75,50.81,50.93,52.24,499416.0,-1.0,35.2,34.29,35.0,34.92,20905.0,-1.0
2021-01-11,51.3,51.0,50.35,51.25,-1.0,,16.52,16.4,16.4,16.5,-1.0,,56.39,54.99,56.24,55.66,295066.0,-1.0,52.7,51.5,52.58,52.25,394822.0,-1.0,35.2,34.15,35.16,34.53,15235.0,-1.0
2021-01-12,52.05,51.6,50.45,50.5,-1.0,,16.88,16.55,16.7,16.83,-1.0,,56.79,55.51,55.66,56.58,288141.0,-1.0,53.45,52.07,52.18,53.21,400200.0,-1.0,35.42,34.08,34.35,34.66,25730.0,-1.0
2021-01-13,51.25,50.55,49.75,50.95,-1.0,,16.43,16.25,16.35,16.38,-1.0,,57.42,55.77,56.83,56.06,324295.0,-1.0,53.93,52.58,53.31,52.91,429898.0,-1.0,34.66,33.07,34.57,33.65,27135.0,-1.0
2021-01-14,50.75,50.25,49.65,50.1,-1.0,,16.35,16.13,16.2,16.35,-1.0,,56.57,55.24,55.93,56.42,331293.0,-1.0,53.75,52.24,52.84,53.57,390087.0,-1.0,33.92,32.76,33.49,33.53,22866.0,-1.0
2021-01-15,50.2,48.4,48.4,49.7,-1.0,,16.23,16.08,16.15,16.08,-1.0,,56.5,54.64,56.41,55.1,298410.0,-1.0,53.83,51.83,53.8,52.36,165668.0,-1.0,33.49,31.62,33.49,31.74,32229.0,-1.0
2021-01-18,48.95,48.35,47.9,48.25,-1.0,,16.1,15.9,15.93,16.02,-1.0,,55.21,54.49,54.75,54.75,142865.0,-1.0,,,,,,,32.32,31.29,31.62,31.62,22728.0,-1.0
2021-01-19,50.06,50.05,48.6,48.6,-1.0,,16.6,16.35,16.35,16.6,-1.0,,56.08,54.89,55.01,55.9,261102.0,-1.0,53.13,51.76,52.0,52.98,125964.0,-1.0,33.12,31.71,31.71,33.09,25218.0,-1.0
2021-01-20,50.6,49.9,49.65,50.25,-1.0,,16.85,16.58,16.85,16.58,-1.0,,56.64,55.66,56.07,56.08,310886.0,-1.0,53.79,53.05,53.13,53.24,37840.0,-1.0,33.7,32.68,33.33,32.91,19674.0,-1.0
2021-01-21,51.05,50.9,49.75,49.9,-1.0,,16.69,16.5,16.5,16.6,-1.0,,56.24,55.49,55.82,56.1,254591.0,-1.0,53.41,52.75,52.93,53.13,352397.0,-1.0,34.2,32.56,32.95,34.11,21925.0,-1.0
2021-01-22,51.05,51.0,50.55,51.0,-1.0,,16.95,16.65,16.85,16.7,-1.0,,56.03,54.48,56.0,55.41,269369.0,-1.0,53.16,51.44,53.1,52.27,437484.0,-1.0,34.29,33.54,34.25,34.24,16725.0,-1.0
2021-01-25,51.5,49.65,49.55,51.5,-1.0,,16.55,16.35,16.55,16.4,-1.0,,56.02,55.07,55.26,55.88,198274.0,-1.0,52.95,51.82,52.17,52.77,349076.0,-1.0,34.69,33.08,34.5,33.16,22721.0,-1.0
2021-01-26,49.75,49.65,49.05,49.7,-1.0,,16.48,16.35,16.42,16.42,-1.0,,56.34,55.39,55.93,55.91,163201.0,-1.0,53.25,52.29,52.91,52.61,314538.0,-1.0,33.6,32.81,33.05,33.35,21859.0,-1.0
2021-01-27,49.8,49.8,48.7,49.3,-1.0,,16.5,16.35,16.4,16.5,-1.0,,56.49,55.2,56.05,55.81,132411.0,-1.0,53.3,51.85,52.76,52.85,442376.0,-1.0,33.45,32.22,33.34,33.28,24874.0,-1.0
2021-01-28,50.45,50.45,49.5,50.0,-1.0,,16.65,16.58,16.58,16.63,-1.0,,56.59,55.31,55.41,55.53,122476.0,-1.0,53.58,52.04,52.65,52.34,411406.0,-1.0,33.97,32.89,33.56,33.95,20572.0,-1.0
2021-01-29,50.25,49.5,49.45,50.15,-1.0,,16.67,16.6,16.65,16.65,-1.0,,56.37,55.31,55.52,55.88,19936.0,-1.0,53.25,51.93,52.15,52.2,410914.0,-1.0,33.95,32.91,33.95,32.95,25425.0,-1.0
2021-02-01,49.7,48.9,48.85,49.5,-1.0,,16.5,16.33,16.45,16.48,-1.0,,56.53,54.6,54.91,56.35,288247.0,-1.0,53.74,51.64,51.99,53.55,416067.0,-1.0,33.4,32.56,32.95,32.85,25781.0,-1.0
2021-02-02,50.5,50.5,49.1,49.35,-1.0,,16.52,16.48,16.52,16.5,-1.0,,58.05,56.33,56.35,57.46,337679.0,-1.0,55.26,53.45,53.48,54.76,463718.0,-1.0,35.2,33.0,33.01,34.97,37713.0,-1.0
2021-02-03,51.85,51.85,50.15,50.4,-1.0,,16.75,16.35,16.4,16.75,-1.0,,58.94,57.5,57.85,58.46,276856.0,-1.0,56.33,54.81,55.05,55.69,448693.0,-1.0,37.85,34.78,35.05,37.43,50384.0,-1.0
2021-02-04,52.5,52.15,51.75,52.2,-1.0,,16.93,16.8,16.8,16.8,-1.0,,59.12,58.04,58.59,58.84,244072.0,-1.0,56.58,55.3,55.96,56.23,381404.0,-1.0,38.25,36.57,37.55,37.27,34498.0,-1.0
2021-02-05,53.4,53.0,52.35,52.4,-1.0,,17.17,17.02,17.05,17.05,-1.0,,59.79,59.08,59.17,59.34,229424.0,-1.0,57.29,56.43,56.46,56.85,400833.0,-1.0,38.73,37.2,37.4,38.2,32162.0,-1.0
2021-02-08,54.6,54.0,53.65,54.5,-1.0,,17.63,17.48,17.5,17.55,-1.0,,60.72,59.43,59.43,60.56,269312.0,-1.0,58.14,57.0,57.06,57.97,399724.0,-1.0,39.8,38.46,39.2,38.61,27552.0,-1.0
2021-02-09,53.8,53.35,53.15,53.65,-1.0,,17.45,17.33,17.38,17.38,-1.0,,61.34,60.05,60.8,61.09,319502.0,-1.0,58.62,57.27,58.11,58.36,514698.0,-1.0,38.73,37.55,38.1,38.26,36918.0,-1.0
2021-02-10,54.2,53.5,53.1,53.65,-1.0,,17.4,17.27,17.27,17.27,-1.0,,61.69,60.87,61.21,61.47,287707.0,-1.0,58.91,58.08,58.45,58.68,457535.0,-1.0,39.72,37.56,38.2,39.33,38793.0,-1.0
2021-02-11,54.0,52.0,52.0,53.45,-1.0,,17.23,16.9,17.18,16.95,-1.0,,61.5,60.72,61.01,61.14,209685.0,-1.0,58.71,57.84,58.4,58.24,380445.0,-1.0,40.12,38.3,39.23,38.76,55640.0,-1.0
2021-02-12,53.5,53.05,51.0,51.5,-1.0,,16.98,16.6,16.65,16.98,-1.0,,62.83,60.35,60.82,62.43,307715.0,-1.0,59.82,57.41,57.94,59.47,480822.0,-1.0,40.25,37.06,37.69,40.02,46084.0,-1.0
2021-02-15,53.25,52.45,52.3,53.0,-1.0,,16.95,16.73,16.9,16.73,-1.0,,63.76,62.82,62.83,63.3,220383.0,-1.0,,,,,,,40.64,39.43,40.19,39.52,30681.0,-1.0
2021-02-16,53.3,52.25,52.13,52.6,-1.0,,16.77,16.63,16.77,16.75,-1.0,,63.7,62.69,63.47,63.35,284666.0,-1.0,60.95,59.33,59.98,60.05,602332.0,-1.0,40.53,38.75,39.54,38.86,43857.0,-1.0
2021-02-17,52.97,51.9,51.8,52.5,-1.0,,17.02,16.67,16.95,16.72,-1.0,,64.96,62.73,63.15,64.34,391262.0,-1.0,61.73,59.43,60.24,61.14,335419.0,-1.0,39.42,38.04,38.9,38.09,34277.0,-1.0
2021-02-18,52.7,52.7,52.1,52.3,-1.0,,16.99,16.8,16.8,16.99,-1.0,,65.52,63.22,65.02,63.93,420556.0,-1.0,62.26,59.79,61.68,60.52,132035.0,-1.0,38.86,37.75,38.18,38.32,31939.0,-1.0
2021-02-19,52.9,51.7,51.15,52.55,-1.0,,16.9,16.6,16.9,16.63,-1.0,,63.94,62.09,63.3,62.91,305827.0,-1.0,60.29,58.59,60.2,59.24,102427.0,-1.0,38.69,37.35,38.27,37.4,24613.0,-1.0
2021-02-22,51.95,51.8,51.15,51.5,-1.0,,16.45,16.3,16.4,16.38,-1.0,,65.85,62.55,62.68,65.24,213746.0,-1.0,61.84,58.82,58.88,61.49,37043.0,-1.0,38.15,36.5,37.4,37.96,34484.0,-1.0
2021-02-23,52.6,52.5,51.6,52.2,-1.0,,16.65,16.45,16.65,16.6,-1.0,,66.79,64.47,65.51,65.37,231183.0,-1.0,63.0,60.67,62.16,61.67,570677.0,-1.0,38.75,37.41,37.97,38.67,26548.0,-1.0
2021-02-24,53.16,53.15,52.3,52.45,-1.0,,16.65,16.58,16.6,16.65,-1.0,,67.31,64.8,65.06,67.04,129712.0,-1.0,63.51,60.97,61.29,63.22,489933.0,-1.0,39.36,38.2,38.5,39.15,21702.0,-1.0
2021-02-25,53.5,52.65,52.65,53.45,-1.0,,16.73,16.52,16.67,16.52,-1.0,,67.7,66.48,67.2,66.88,109645.0,-1.0,63.81,62.65,63.39,63.53,510357.0,-1.0,39.68,38.13,39.51,38.26,23309.0,-1.0
2021-02-26,52.8,52.0,51.9,52.4,-1.0,,16.55,16.4,16.48,16.5,-1.0,,66.9,65.72,66.89,66.13,16102.0,-1.0,63.57,61.34,63.46,61.5,472723.0,-1.0,38.1,37.22,37.85,37.28,27103.0,-1.0
2021-03-01,52.95,52.3,52.3,52.3,-1.0,,16.75,16.63,16.75,16.65,-1.0,,65.93,63.17,64.85,63.69,291908.0,-1.0,62.92,59.96,61.95,60.64,456679.0,-1.0,38.21,37.05,37.44,37.13,20942.0,-1.0
2021-03-02,52.8,52.7,52.1,52.15,-1.0,,16.59,16.51,16.58,16.51,-1.0,,64.13,62.38,63.12,62.7,367119.0,-1.0,61.21,59.38,60.23,59.75,464133.0,-1.0,38.45,36.83,36.97,38.35,26155.0,-1.0
2021-03-03,52.7,52.0,51.95,52.6,-1.0,,16.5,16.42,16.48,16.5,-1.0,,64.7,62.38,62.38,64.07,341674.0,-1.0,61.99,59.24,59.55,61.28,465311.0,-1.0,38.45,37.11,38.39,37.47,24897.0,-1.0
2021-03-04,52.6,52.55,51.6,52.0,-1.0,,16.7,16.48,16.48,16.68,-1.0,,67.75,63.33,64.1,66.74,510680.0,-1.0,64.86,60.52,61.08,63.83,694628.0,-1.0,38.43,36.65,37.54,38.16,31664.0,-1.0
2021-03-05,53.4,53.35,52.35,52.5,-1.0,,17.08,16.85,16.85,17.08,-1.0,,69.69,66.67,67.16,69.36,361763.0,-1.0,66.42,63.82,64.16,66.09,573168.0,-1.0,39.12,37.75,38.17,39.02,28974.0,-1.0
2021-03-08,53.8,53.7,53.15,53.55,-1.0,,17.15,16.93,17.15,17.08,-1.0,,71.38,67.8,69.97,68.24,352594.0,-1.0,67.98,64.57,66.68,65.05,533376.0,-1.0,39.44,38.31,39.2,39.13,21702.0,-1.0
2021-03-09,54.81,54.7,53.65,54.0,-1.0,,17.33,17.14,17.15,17.33,-1.0,,69.33,67.12,68.13,67.52,302605.0,-1.0,65.98,63.63,64.73,64.01,554564.0,-1.0,40.83,39.01,39.13,40.65,37075.0,-1.0
2021-03-10,55.6,55.5,54.7,54.8,-1.0,,17.68,17.5,17.5,17.67,-1.0,,68.42,66.5,67.46,67.9,361943.0,-1.0,64.96,63.13,63.84,64.44,498488.0,-1.0,41.85,40.5,40.83,41.54,39051.0,-1.0
2021-03-11,56.1,55.65,54.95,55.75,-1.0,,17.9,17.58,17.65,17.9,-1.0,,69.84,67.99,68.45,69.63,289609.0,-1.0,66.21,64.54,64.7,66.02,441063.0,-1.0,42.67,41.02,41.69,41.93,46037.0,-1.0
2021-03-12,56.2,56.15,55.0,55.4,-1.0,,18.15,17.73,17.77,18.1,-1.0,,69.9,69.03,69.59,69.22,251538.0,-1.0,66.24,65.41,65.96,65.61,321714.0,-1.0,42.9,41.5,41.8,42.85,27844.0,-1.0
2021-03-15,56.95,55.7,55.65,55.8,-1.0,,18.3,17.88,18.2,17.88,-1.0,,70.03,67.82,69.08,68.88,262595.0,-1.0,66.4,64.13,65.56,65.39,378009.0,-1.0,43.36,42.06,42.85,42.39,39349.0,-1.0
2021-03-16,55.7,55.1,55.0,55.55,-1.0,,17.85,17.58,17.85,17.63,-1.0,,68.94,67.36,68.81,68.39,248993.0,-1.0,65.43,63.8,65.33,64.8,317537.0,-1.0,42.64,41.53,42.43,41.6,40969.0,-1.0
2021-03-17,56.6,56.6,55.25,55.35,-1.0,,17.9,17.5,17.67,17.9,-1.0,,68.89,66.96,68.39,68.0,309756.0,-1.0,65.34,63.6,64.75,64.6,254724.0,-1.0,43.07,41.65,42.0,42.99,37667.0,-1.0
2021-03-18,57.25,55.85,55.85,56.25,-1.0,,18.1,17.5,18.0,17.52,-1.0,,68.15,61.45,67.77,63.28,516083.0,-1.0,64.82,58.2,64.42,60.0,143597.0,-1.0,43.77,42.2,43.0,42.4,34122.0,-1.0
2021-03-19,55.9,55.7,55.1,55.4,-1.0,,17.58,17.44,17.45,17.45,-1.0,,64.95,62.07,62.99,64.53,446114.0,-1.0,61.72,58.94,59.56,61.42,84171.0,-1.0,42.32,41.2,41.87,41.97,27038.0,-1.0
2021-03-22,57.0,57.0,55.55,55.6,-1.0,,17.95,17.58,17.58,17.95,-1.0,,65.12,63.45,64.53,64.62,236341.0,-1.0,61.9,60.39,61.55,61.55,28263.0,-1.0,43.0,41.69,41.8,42.84,25823.0,-1.0
2021-03-23,57.0,56.5,55.85,57.0,-1.0,,17.95,17.7,17.92,17.9,-1.0,,64.3,60.27,64.3,60.79,392600.0,-1.0,61.35,57.25,61.28,57.76,712317.0,-1.0,42.85,41.32,42.72,41.43,47388.0,-1.0
2021-03-24,56.45,56.2,55.7,56.35,-1.0,,18.05,17.67,18.0,17.98,-1.0,,64.57,60.47,60.5,64.41,255118.0,-1.0,61.34,57.29,57.4,61.18,566291.0,-1.0,41.69,40.73,41.5,41.6,33969.0,-1.0
2021-03-25,56.65,55.4,55.2,56.4,-1.0,,18.0,17.74,17.92,17.85,-1.0,,64.19,60.98,63.99,61.95,202575.0,-1.0,60.86,57.44,60.8,58.56,580105.0,-1.0,41.69,39.63,41.5,40.35,45024.0,-1.0
2021-03-26,56.35,56.3,55.7,55.79,-1.0,,18.0,17.92,17.92,17.95,-1.0,,64.89,61.85,62.01,64.57,147735.0,-1.0,61.36,58.32,58.48,60.97,471996.0,-1.0,41.85,40.18,40.49,41.73,24199.0,-1.0
2021-03-29,56.35,56.1,55.3,55.9,-1.0,,17.9,17.7,17.73,17.85,-1.0,,65.46,63.13,64.58,64.98,91745.0,-1.0,61.77,59.41,60.93,61.56,449360.0,-1.0,42.31,40.8,41.59,41.85,20248.0,-1.0
2021-03-30,56.65,56.55,55.84,55.95,-1.0,,17.98,17.83,17.85,17.92,-1.0,,65.41,63.52,65.2,64.14,74364.0,-1.0,62.27,59.94,61.96,60.55,388188.0,-1.0,42.51,41.45,41.99,42.05,26180.0,-1.0
2021-03-31,57.0,56.8,56.55,56.6,-1.0,,18.25,17.98,18.25,18.08,-1.0,,64.79,63.53,64.13,63.54,9696.0,-1.0,61.17,58.85,60.45,59.16,414162.0,-1.0,42.78,41.95,42.13,42.55,18133.0,-1.0
2021-04-01,57.2,56.9,56.6,56.6,-1.0,,18.15,18.02,18.08,18.03,-1.0,,65.17,62.38,63.12,64.86,480365.0,-1.0,61.75,58.86,59.49,61.45,605567.0,-1.0,42.88,42.1,42.5,42.47,17082.0,-1.0
2021-04-02,,,,,,,,,,18.03,-1.0,,,,,,,,,,,,,,,,,,,
2021-04-05,,,,,,,,,,,,,64.81,61.25,64.57,62.15,231780.0,-1.0,61.5,57.63,61.5,58.65,438864.0,-1.0,,,,42.47,,-1.0
2021-04-06,58.3,58.26,57.35,57.5,-1.0,,18.35,18.25,18.3,18.3,-1.0,,64.28,62.08,62.32,62.74,307867.0,-1.0,60.9,58.62,58.8,59.33,457348.0,-1.0,44.35,42.65,42.65,44.24,29166.0,-1.0
2021-04-07,58.25,57.75,57.6,58.2,-1.0,,18.3,18.0,18.2,18.05,-1.0,,63.55,61.6,62.6,63.16,321390.0,-1.0,60.04,58.12,59.26,59.77,475537.0,-1.0,44.35,43.54,44.35,43.86,24146.0,-1.0
2021-04-08,57.95,57.05,57.0,57.6,-1.0,,18.08,17.83,18.0,17.83,-1.0,,63.43,62.38,63.02,63.2,265179.0,-1.0,59.93,58.82,59.52,59.6,419913.0,-1.0,44.05,43.32,43.86,43.48,30530.0,-1.0
2021-04-09,57.4,57.05,56.7,57.35,-1.0,,17.9,17.75,17.9,17.8,-1.0,,63.49,62.57,63.28,62.95,216243.0,-1.0,59.95,59.1,59.76,59.32,351436.0,-1.0,43.8,43.16,43.57,43.64,17457.0,-1.0
2021-04-12,57.7,57.45,57.1,57.3,-1.0,,18.05,17.88,17.95,17.95,-1.0,,64.31,62.41,63.03,63.28,257839.0,-1.0,60.77,58.73,59.35,59.7,410218.0,-1.0,44.62,43.53,43.56,44.48,22158.0,-1.0
2021-04-13,57.8,57.05,56.9,57.35,-1.0,,18.13,17.9,18.0,17.92,-1.0,,64.19,63.18,63.24,63.67,242406.0,-1.0,60.59,59.64,59.64,60.18,349733.0,-1.0,44.69,43.72,44.58,43.85,23136.0,-1.0
2021-04-14,57.25,56.75,56.35,57.25,-1.0,,18.1,17.9,17.92,18.0,-1.0,,66.9,63.88,64.01,66.58,323041.0,-1.0,63.44,60.38,60.44,63.15,419813.0,-1.0,44.18,43.45,43.94,43.82,23008.0,-1.0
2021-04-15,57.65,57.35,56.9,56.9,-1.0,,18.45,18.15,18.2,18.27,-1.0,,67.03,65.95,66.38,66.94,240308.0,-1.0,63.57,62.53,62.83,63.46,243370.0,-1.0,44.55,43.78,43.78,44.16,18921.0,-1.0
2021-04-16,58.15,57.6,57.55,57.9,-1.0,,18.7,18.43,18.5,18.63,-1.0,,67.38,66.44,66.86,66.77,212200.0,-1.0,63.88,62.83,63.32,63.13,87795.0,-1.0,44.9,44.3,44.4,44.42,21213.0,-1.0
2021-04-19,58.15,57.25,57.25,57.9,-1.0,,18.85,18.65,18.75,18.73,-1.0,,67.23,66.17,66.7,67.05,193810.0,-1.0,63.63,62.63,62.98,63.38,74384.0,-1.0,44.95,43.85,44.38,44.35,25097.0,-1.0
2021-04-20,57.92,57.6,57.1,57.4,-1.0,,18.95,18.7,18.75,18.74,-1.0,,68.08,65.51,67.2,66.57,328240.0,-1.0,64.25,61.5,63.47,62.44,33035.0,-1.0,45.19,43.89,44.15,44.89,30806.0,-1.0
2021-04-21,58.45,58.45,57.55,57.75,-1.0,,18.85,18.6,18.7,18.75,-1.0,,66.52,64.96,66.22,65.32,260879.0,-1.0,62.56,60.86,62.39,61.35,431486.0,-1.0,46.5,44.78,45.0,45.91,38579.0,-1.0
2021-04-22,59.4,59.05,58.3,58.3,-1.0,,19.0,18.85,18.95,18.9,-1.0,,65.83,64.58,65.13,65.4,242474.0,-1.0,61.87,60.61,61.11,61.43,344700.0,-1.0,47.36,46.15,46.3,47.09,38214.0,-1.0
2021-04-23,58.6,58.3,57.9,58.55,-1.0,,18.7,18.23,18.7,18.5,-1.0,,66.3,65.16,65.8,66.11,187900.0,-1.0,62.43,61.25,61.65,62.14,345407.0,-1.0,47.29,46.1,46.95,46.95,32007.0,-1.0
