Security,TRDEBYc1,TRDEBYc1,TRDEBYc1,TRDEBYc1,TRDEBYc1,TRDEBYc1,TRNLTTFYc1,TRNLTTFYc1,TRNLTTFYc1,TRNLTTFYc1,TRNLTTFYc1,TRNLTTFYc1,LCOc1,LCOc1,LCOc1,LCOc1,LCOc1,LCOc1,CLc1,CLc1,CLc1,CLc1,CLc1,CLc1,CFI2Zc1,CFI2Zc1,CFI2Zc1,CFI2Zc1,CFI2Zc1,CFI2Zc1
Field,HIGH,LOW,OPEN,CLOSE,VOLUME,COUNT,HIGH,LOW,OPEN,CLOSE,VOLUME,COUNT,HIGH,LOW,OPEN,CLOSE,VOLUME,COUNT,HIGH,LOW,OPEN,CLOSE,VOLUME,COUNT,HIGH,LOW,OPEN,CLOSE,VOLUME,COUNT
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-04,40.85,40.85,40.1,40.15,-1.0,,14.25,13.82,13.82,14.24,-1.0,,55.65,53.69,54.33,53.96,409857.0,-1.0,51.55,49.31,49.94,49.61,859357.0,-1.0,23.44,22.9,23.25,23.36,31507.0,-1.0
2020-02-05,41.6,41.5,40.35,40.75,-1.0,,14.57,14.1,14.1,14.4,-1.0,,56.46,54.05,54.05,55.28,412265.0,-1.0,51.88,49.47,49.51,50.75,887946.0,-1.0,23.9,23.09,23.44,23.77,25347.0,-1.0
2020-02-06,41.75,40.9,40.55,41.75,-1.0,,14.4,14.2,14.25,14.4,-1.0,,56.58,54.25,55.56,54.93,379871.0,-1.0,52.2,50.24,51.17,50.95,750659.0,-1.0,24.08,23.18,23.9,23.56,27191.0,-1.0
2020-02-07,41.3,40.8,40.7,40.9,-1.0,,14.55,14.38,14.5,14.45,-1.0,,55.4,54.21,55.14,54.47,270802.0,-1.0,51.48,50.09,51.11,50.32,768345.0,-1.0,23.67,23.21,23.62,23.32,19114.0,-1.0
2020-02-10,40.5,40.4,40.2,40.5,-1.0,,14.27,14.18,14.23,14.18,-1.0,,54.71,53.11,54.2,53.27,280175.0,-1.0,50.49,49.42,50.12,49.57,715894.0,-1.0,23.44,22.95,23.25,23.16,17563.0,-1.0
2020-02-11,41.0,40.8,40.45,40.45,-1.0,,14.35,14.2,14.2,14.3,-1.0,,54.69,53.6,53.62,54.01,272814.0,-1.0,50.69,49.58,49.61,49.94,725733.0,-1.0,23.63,23.11,23.21,23.3,22198.0,-1.0
2020-02-12,42.0,42.0,40.7,40.7,-1.0,,14.8,14.55,14.55,14.75,-1.0,,56.36,54.39,54.41,55.79,305454.0,-1.0,51.73,49.95,49.96,51.17,795256.0,-1.0,23.97,23.12,23.29,23.88,28206.0,-1.0
2020-02-13,42.45,42.3,41.45,41.65,-1.0,,15.05,14.55,14.63,15.05,-1.0,,56.83,54.96,55.75,56.34,325512.0,-1.0,51.96,50.6,51.72,51.42,745400.0,-1.0,24.46,23.58,23.85,24.4,26448.0,-1.0
2020-02-14,42.8,42.7,42.1,42.3,-1.0,,15.27,14.98,14.98,15.23,-1.0,,57.53,56.15,56.41,57.32,258139.0,-1.0,52.34,51.32,51.51,52.05,607343.0,-1.0,24.67,24.13,24.43,24.29,22566.0,-1.0
2020-02-17,43.9,43.7,42.3,42.65,-1.0,,15.68,15.1,15.15,15.68,-1.0,,57.7,56.83,57.29,57.67,115337.0,-1.0,,,,,,,25.08,24.04,24.21,25.05,22219.0,-1.0
2020-02-18,43.95,43.0,42.8,43.9,-1.0,,15.8,15.2,15.75,15.25,-1.0,,57.83,56.3,57.35,57.75,249196.0,-1.0,52.41,50.88,52.23,52.05,221774.0,-1.0,25.31,24.75,24.99,25.14,27108.0,-1.0
2020-02-19,43.55,43.1,42.45,43.2,-1.0,,15.38,14.95,15.38,15.0,-1.0,,59.4,57.51,57.6,59.12,262150.0,-1.0,53.66,51.93,52.12,53.29,113683.0,-1.0,25.79,25.0,25.2,25.71,24856.0,-1.0
2020-02-20,43.15,42.7,42.5,43.1,-1.0,,15.15,14.77,15.15,14.9,-1.0,,60.0,58.9,59.31,59.31,268649.0,-1.0,54.5,53.22,53.5,53.78,30667.0,-1.0,25.86,25.43,25.8,25.64,26425.0,-1.0
2020-02-21,42.5,42.2,42.05,42.5,-1.0,,14.77,14.6,14.77,14.7,-1.0,,59.25,57.73,59.0,58.5,236494.0,-1.0,53.86,52.55,53.74,53.38,707555.0,-1.0,25.67,25.16,25.55,25.61,27225.0,-1.0
2020-02-24,41.7,41.05,41.0,41.65,-1.0,,14.43,14.15,14.43,14.15,-1.0,,57.86,55.13,57.85,56.3,236331.0,-1.0,52.64,50.45,52.6,51.43,765515.0,-1.0,25.35,24.36,25.35,24.57,26883.0,-1.0
2020-02-25,41.45,40.75,40.75,41.25,-1.0,,14.18,14.07,14.18,14.1,-1.0,,56.98,54.62,56.46,54.95,210280.0,-1.0,52.02,49.69,51.37,49.9,764989.0,-1.0,24.83,24.14,24.72,24.18,20735.0,-1.0
2020-02-26,40.96,40.95,40.15,40.4,-1.0,,14.25,13.9,13.95,14.18,-1.0,,55.45,53.03,55.13,53.43,171495.0,-1.0,50.44,48.3,50.08,48.73,884482.0,-1.0,24.45,23.66,24.15,24.26,32630.0,-1.0
2020-02-27,40.55,40.1,39.95,40.3,-1.0,,14.05,13.77,13.95,13.95,-1.0,,53.25,50.97,53.18,52.18,112157.0,-1.0,48.78,45.88,48.63,47.09,1011915.0,-1.0,24.05,23.47,24.0,23.6,27468.0,-1.0
2020-02-28,40.05,40.05,39.5,39.6,-1.0,,13.9,13.6,13.8,13.82,-1.0,,51.52,50.05,51.42,50.52,20359.0,-1.0,47.03,43.85,46.49,44.76,1101659.0,-1.0,23.71,23.18,23.41,23.61,21195.0,-1.0
2020-03-02,40.65,40.1,39.8,40.35,-1.0,,14.1,13.77,14.0,14.07,-1.0,,53.2,48.4,48.95,51.9,417555.0,-1.0,47.56,43.32,43.7,46.75,949471.0,-1.0,24.23,23.27,23.73,23.52,25511.0,-1.0
2020-03-03,40.95,40.5,39.8,40.2,-1.0,,14.4,14.02,14.07,14.2,-1.0,,53.9,51.22,53.47,51.86,407554.0,-1.0,48.66,46.47,47.72,47.18,1011933.0,-1.0,23.79,23.24,23.7,23.36,25851.0,-1.0
2020-03-04,41.05,40.75,40.05,40.2,-1.0,,14.38,14.13,14.13,14.32,-1.0,,53.03,51.04,52.11,51.13,363501.0,-1.0,48.41,46.65,46.94,46.78,745856.0,-1.0,24.09,23.23,23.39,23.83,32136.0,-1.0
2020-03-05,41.2,40.7,40.45,40.85,-1.0,,14.3,14.18,14.27,14.2,-1.0,,52.04,49.7,51.66,49.99,361035.0,-1.0,47.57,45.65,47.13,45.9,704591.0,-1.0,24.21,23.54,23.83,23.81,20755.0,-1.0
2020-03-06,40.45,39.95,39.9,40.4,-1.0,,14.0,13.65,14.0,13.65,-1.0,,50.45,45.18,50.25,45.27,636391.0,-1.0,46.38,41.05,46.09,41.28,1276180.0,-1.0,23.75,23.37,23.51,23.42,20696.0,-1.0
2020-03-09,39.2,39.15,38.1,38.25,-1.0,,13.15,12.85,13.0,13.0,-1.0,,38.34,31.02,38.28,34.36,779723.0,-1.0,34.88,27.34,32.87,31.13,1774383.0,-1.0,23.31,22.33,23.01,23.28,39351.0,-1.0
2020-03-10,40.45,40.45,39.25,39.5,-1.0,,13.5,13.08,13.13,13.3,-1.0,,38.22,35.0,35.84,37.22,551292.0,-1.0,35.02,30.2,30.37,34.36,1064632.0,-1.0,24.15,23.32,23.44,24.1,37649.0,-1.0
2020-03-11,40.4,40.3,39.6,40.0,-1.0,,13.63,13.27,13.55,13.32,-1.0,,39.7,35.35,37.27,35.79,471772.0,-1.0,36.35,32.56,34.62,32.98,874646.0,-1.0,24.14,23.52,24.1,23.92,30987.0,-1.0
2020-03-12,39.65,39.1,39.0,39.55,-1.0,,13.05,12.88,13.05,13.0,-1.0,,36.46,32.5,35.99,33.22,472738.0,-1.0,33.63,30.02,33.07,31.5,1025036.0,-1.0,23.7,22.43,23.65,22.52,44387.0,-1.0
2020-03-13,39.45,38.8,38.65,38.95,-1.0,,13.3,12.95,13.28,13.05,-1.0,,36.15,32.5,32.85,33.85,360628.0,-1.0,33.87,30.33,30.77,31.73,743129.0,-1.0,23.08,21.75,22.58,21.94,33927.0,-1.0
2020-03-16,38.75,37.5,37.15,38.05,-1.0,,12.8,12.57,12.7,12.57,-1.0,,35.84,29.45,35.82,30.05,330119.0,-1.0,33.75,28.1,33.75,28.7,698829.0,-1.0,21.5,19.09,21.5,19.47,61821.0,-1.0
2020-03-17,37.95,36.3,36.05,37.9,-1.0,,12.65,12.43,12.65,12.43,-1.0,,31.25,28.5,30.14,28.73,270240.0,-1.0,30.3,26.63,28.69,26.95,545820.0,-1.0,20.2,17.8,19.4,18.31,84216.0,-1.0
2020-03-18,35.85,33.9,33.9,35.85,-1.0,,12.3,12.0,12.3,12.02,-1.0,,29.21,24.52,28.4,24.88,348397.0,-1.0,27.22,20.06,26.94,20.37,309481.0,-1.0,17.8,15.05,17.8,15.3,89862.0,-1.0
2020-03-19,34.85,34.75,34.1,34.35,-1.0,,12.23,11.95,12.13,12.1,-1.0,,29.42,24.96,27.19,28.47,335723.0,-1.0,27.71,21.36,22.3,25.22,136722.0,-1.0,16.65,15.3,15.55,16.39,54831.0,-1.0
2020-03-20,35.25,34.75,34.2,35.0,-1.0,,12.45,12.15,12.3,12.25,-1.0,,30.94,26.81,28.1,26.98,313837.0,-1.0,27.89,19.46,24.73,22.43,29759.0,-1.0,16.92,15.69,16.66,16.11,39023.0,-1.0
2020-03-23,34.0,33.95,33.2,33.5,-1.0,,12.07,11.95,12.0,12.0,-1.0,,27.54,24.68,26.75,27.03,257591.0,-1.0,24.07,20.8,22.52,23.36,852951.0,-1.0,15.64,14.34,15.21,15.54,49495.0,-1.0
2020-03-24,35.15,34.9,34.2,34.45,-1.0,,12.38,12.1,12.18,12.3,-1.0,,28.65,26.69,27.72,27.15,198906.0,-1.0,25.16,23.09,23.87,24.01,659697.0,-1.0,17.27,15.7,15.96,16.78,39061.0,-1.0
2020-03-25,35.8,35.65,34.75,35.0,-1.0,,12.52,12.35,12.45,12.48,-1.0,,28.29,25.68,27.8,27.39,154936.0,-1.0,25.24,22.91,24.37,24.49,618725.0,-1.0,17.8,16.0,17.0,17.51,39315.0,-1.0
2020-03-26,35.7,35.45,34.9,35.6,-1.0,,12.45,12.3,12.35,12.35,-1.0,,27.75,26.03,27.35,26.34,139178.0,-1.0,24.65,22.38,24.25,22.6,633877.0,-1.0,17.78,16.37,17.3,17.35,30517.0,-1.0
2020-03-27,35.3,34.6,34.45,35.3,-1.0,,12.27,12.1,12.1,12.13,-1.0,,27.0,24.13,26.68,24.93,112739.0,-1.0,23.44,20.88,23.29,21.51,603124.0,-1.0,17.22,16.25,17.17,16.39,29329.0,-1.0
2020-03-30,34.9,34.65,34.1,34.25,-1.0,,12.05,11.79,11.88,11.79,-1.0,,24.44,21.65,23.85,22.76,62080.0,-1.0,20.93,19.27,20.93,20.09,758711.0,-1.0,17.27,16.13,16.35,17.06,27121.0,-1.0
2020-03-31,35.67,35.3,35.15,35.3,-1.0,,12.23,11.95,11.95,12.2,-1.0,,23.87,22.59,23.0,22.74,14774.0,-1.0,21.89,20.01,20.23,20.48,660082.0,-1.0,18.1,17.25,17.25,17.68,28851.0,-1.0
2020-04-01,35.1,35.05,34.75,35.1,-1.0,,12.1,11.9,12.0,12.1,-1.0,,26.28,24.52,25.99,24.74,347286.0,-1.0,21.55,19.9,20.1,20.31,703286.0,-1.0,17.34,16.7,17.24,17.08,23011.0,-1.0
2020-04-02,36.05,35.95,35.3,35.5,-1.0,,12.5,12.18,12.3,12.18,-1.0,,36.29,25.45,25.61,29.94,612268.0,-1.0,27.39,20.76,21.22,25.32,1095972.0,-1.0,18.24,17.17,17.4,18.06,41324.0,-1.0
2020-04-03,36.15,35.85,35.75,35.75,-1.0,,12.63,12.4,12.4,12.43,-1.0,,35.0,28.25,29.89,34.11,541275.0,-1.0,29.13,23.52,24.81,28.34,1007577.0,-1.0,18.45,17.72,17.81,17.96,20987.0,-1.0
2020-04-06,38.4,38.15,36.1,36.1,-1.0,,13.13,12.52,12.52,12.85,-1.0,,34.24,30.03,31.76,33.05,296072.0,-1.0,28.24,25.28,26.09,26.08,752710.0,-1.0,20.5,18.32,18.5,20.4,34096.0,-1.0
2020-04-07,39.45,38.5,38.35,38.6,-1.0,,13.4,13.05,13.15,13.07,-1.0,,34.18,31.74,33.66,31.87,303419.0,-1.0,27.24,23.54,26.34,23.63,797707.0,-1.0,21.74,20.4,21.0,20.51,38879.0,-1.0
2020-04-08,38.8,38.8,37.85,38.25,-1.0,,13.13,12.9,12.98,12.98,-1.0,,33.87,31.54,32.63,32.84,320612.0,-1.0,26.45,23.74,24.3,25.09,823554.0,-1.0,21.25,19.98,20.39,21.14,30912.0,-1.0
2020-04-09,39.3,38.5,38.35,38.9,-1.0,,13.3,12.93,13.15,13.13,-1.0,,36.4,31.18,33.82,31.48,492998.0,-1.0,28.36,22.57,26.28,22.76,1122149.0,-1.0,21.77,20.86,21.31,21.08,20870.0,-1.0
2020-04-10,,,,,,,,,,13.0,-1.0,,,,,,,,,,,,,,,,,,,
2020-04-13,,,,,,,,,,,,,33.99,30.63,33.99,31.74,223294.0,-1.0,24.74,22.03,24.6,22.41,775120.0,-1.0,,,,,,
2020-04-14,38.7,37.25,37.1,38.7,-1.0,,13.0,12.73,13.0,12.73,-1.0,,32.32,29.38,32.25,29.6,297548.0,-1.0,23.08,19.95,22.36,20.11,785478.0,-1.0,21.27,19.65,20.95,19.81,21815.0,-1.0
2020-04-15,37.1,36.75,36.5,37.0,-1.0,,12.77,12.52,12.73,12.55,-1.0,,30.33,27.16,30.26,27.69,284337.0,-1.0,20.89,19.2,20.72,19.87,544797.0,-1.0,19.75,18.86,19.64,19.25,33235.0,-1.0
2020-04-16,38.75,38.25,36.75,36.75,-1.0,,13.1,12.65,12.7,13.1,-1.0,,29.0,27.2,28.05,27.82,272978.0,-1.0,20.53,19.42,20.15,19.87,350942.0,-1.0,21.11,19.16,19.2,20.94,40292.0,-1.0
2020-04-17,39.6,39.5,38.55,39.25,-1.0,,13.24,13.02,13.2,13.23,-1.0,,28.93,27.58,28.66,28.08,286171.0,-1.0,20.22,17.31,20.0,18.27,240628.0,-1.0,22.55,21.12,21.4,21.7,33798.0,-1.0
2020-04-20,39.6,38.8,38.5,39.2,-1.0,,13.13,12.95,13.05,13.02,-1.0,,28.25,25.37,28.05,25.57,361825.0,-1.0,17.85,-40.32,17.73,-37.63,247947.0,-1.0,21.66,20.77,21.25,21.38,22745.0,-1.0
2020-04-21,38.6,37.35,37.15,38.3,-1.0,,13.0,12.6,12.98,12.9,-1.0,,26.5,17.51,26.33,19.33,637214.0,-1.0,13.86,-16.74,-14.0,10.01,18443.0,-1.0,21.06,19.82,21.06,19.85,34588.0,-1.0
2020-04-22,38.55,37.7,36.5,36.7,-1.0,,12.63,12.38,12.45,12.38,-1.0,,22.45,15.98,20.23,20.37,344764.0,-1.0,16.18,10.26,13.12,13.78,1235218.0,-1.0,21.35,19.38,19.52,20.66,43547.0,-1.0
2020-04-23,38.05,37.85,37.35,37.9,-1.0,,12.45,12.3,12.38,12.35,-1.0,,23.22,20.07,20.89,21.33,256303.0,-1.0,18.26,13.35,14.2,16.5,833584.0,-1.0,21.14,20.16,20.93,21.03,23899.0,-1.0
2020-04-24,37.9,37.25,37.25,37.45,-1.0,,12.35,12.25,12.3,12.27,-1.0,,22.7,20.5,21.93,21.44,186999.0,-1.0,17.97,15.64,16.78,16.94,600220.0,-1.0,21.35,20.39,20.73,20.74,23220.0,-1.0
2020-04-27,37.6,36.7,36.5,37.4,-1.0,,12.25,12.13,12.2,12.2,-1.0,,21.91,19.11,21.55,19.99,162388.0,-1.0,16.98,11.88,16.84,12.78,623201.0,-1.0,21.18,19.9,20.98,20.28,20736.0,-1.0
2020-04-28,37.19,36.65,36.01,36.3,-1.0,,12.25,12.05,12.05,12.1,-1.0,,21.29,18.73,19.9,20.46,123224.0,-1.0,13.69,10.07,12.96,12.34,897087.0,-1.0,20.77,19.86,20.15,20.21,25401.0,-1.0
2020-04-29,37.3,36.6,36.55,36.9,-1.0,,12.27,11.98,12.23,12.05,-1.0,,23.88,20.53,20.66,22.54,86548.0,-1.0,16.78,12.67,13.35,15.06,554134.0,-1.0,20.68,19.92,20.42,20.19,23539.0,-1.0
2020-04-30,37.1,36.4,36.2,36.9,-1.0,,12.15,12.02,12.15,12.05,-1.0,,25.76,22.87,22.87,25.27,9690.0,-1.0,19.44,15.45,15.64,18.84,545344.0,-1.0,20.5,19.27,20.3,19.57,28066.0,-1.0
2020-05-01,36.4,35.8,35.75,36.35,-1.0,,12.05,11.9,12.0,11.9,-1.0,,27.88,25.76,26.95,26.44,216975.0,-1.0,20.48,18.07,19.04,19.78,403201.0,-1.0,19.63,18.86,19.45,18.97,10422.0,-1.0
2020-05-04,36.0,36.0,35.35,35.55,-1.0,,11.98,11.8,11.82,11.98,-1.0,,28.08,25.5,26.1,27.2,215728.0,-1.0,21.42,18.05,19.11,20.39,311488.0,-1.0,19.4,18.62,18.91,19.35,15949.0,-1.0
2020-05-05,36.55,36.0,35.9,36.35,-1.0,,12.15,12.0,12.13,12.07,-1.0,,32.06,27.77,28.1,30.97,267135.0,-1.0,25.49,21.13,21.24,24.56,387240.0,-1.0,19.79,18.85,19.53,19.09,20472.0,-1.0
2020-05-06,36.3,35.85,35.75,36.2,-1.0,,12.15,12.07,12.1,12.15,-1.0,,32.27,28.66,32.27,29.72,268457.0,-1.0,26.08,22.58,25.52,23.99,381165.0,-1.0,19.39,18.72,18.99,19.0,25592.0,-1.0
2020-05-07,36.75,36.75,35.8,36.0,-1.0,,12.33,12.2,12.2,12.3,-1.0,,31.84,29.08,29.64,29.46,259890.0,-1.0,26.74,22.94,24.09,23.55,310261.0,-1.0,19.69,18.72,18.94,19.54,18947.0,-1.0
2020-05-08,37.15,36.8,36.55,36.95,-1.0,,,,,12.27,-1.0,,31.14,29.43,29.6,30.97,147304.0,-1.0,24.99,23.26,23.35,24.74,205181.0,-1.0,19.88,19.13,19.69,19.35,13022.0,-1.0
2020-05-11,37.05,36.45,36.4,37.0,-1.0,,12.5,12.3,12.32,12.4,-1.0,,31.47,29.35,30.7,29.63,242212.0,-1.0,25.58,23.67,24.49,24.14,179591.0,-1.0,19.68,18.85,19.5,19.07,19838.0,-1.0
2020-05-12,36.3,35.7,35.6,36.3,-1.0,,12.35,12.1,12.27,12.1,-1.0,,30.7,29.35,30.07,29.98,202469.0,-1.0,26.23,24.22,24.49,25.78,212335.0,-1.0,19.12,18.44,18.95,18.52,27077.0,-1.0
2020-05-13,35.63,35.55,35.3,35.5,-1.0,,12.1,11.95,12.1,12.05,-1.0,,30.55,28.86,29.35,29.19,221112.0,-1.0,26.45,24.79,25.3,25.29,150864.0,-1.0,18.81,18.35,18.45,18.67,23019.0,-1.0
2020-05-14,36.0,35.95,35.35,35.45,-1.0,,12.32,12.07,12.07,12.32,-1.0,,31.55,28.88,29.52,31.13,222209.0,-1.0,27.96,25.18,25.56,27.56,160507.0,-1.0,18.9,18.38,18.58,18.84,19525.0,-1.0
2020-05-15,36.5,36.15,36.1,36.3,-1.0,,12.48,12.32,12.48,12.35,-1.0,,32.91,30.94,31.52,32.5,211277.0,-1.0,29.92,27.24,27.64,29.43,108016.0,-1.0,19.35,18.95,19.02,19.17,19817.0,-1.0
2020-05-18,36.9,36.85,36.45,36.5,-1.0,,12.65,12.4,12.52,12.52,-1.0,,35.72,32.69,32.78,34.81,232249.0,-1.0,33.32,29.53,29.53,31.82,89376.0,-1.0,20.38,19.31,19.43,20.34,25444.0,-1.0
2020-05-19,37.0,36.6,36.6,37.0,-1.0,,12.45,12.38,12.45,12.43,-1.0,,35.76,34.2,35.66,34.65,188927.0,-1.0,33.44,31.34,32.83,32.5,36070.0,-1.0,20.45,19.9,20.38,19.97,20304.0,-1.0
2020-05-20,37.5,37.5,36.55,36.6,-1.0,,12.57,12.45,12.45,12.5,-1.0,,36.46,34.38,34.45,35.75,191265.0,-1.0,33.78,31.56,31.89,33.49,406431.0,-1.0,21.27,19.9,19.98,21.26,30896.0,-1.0
2020-05-21,37.4,36.95,36.95,37.25,-1.0,,12.48,12.1,12.48,12.18,-1.0,,36.98,35.75,35.82,36.06,178546.0,-1.0,34.66,33.26,33.53,33.92,372814.0,-1.0,21.63,21.1,21.27,21.18,13425.0,-1.0
2020-05-22,37.0,36.9,36.25,36.7,-1.0,,12.1,11.82,11.95,12.1,-1.0,,36.23,33.54,36.18,35.13,174586.0,-1.0,34.0,30.72,33.95,33.25,429036.0,-1.0,21.45,20.52,21.16,21.4,22006.0,-1.0
2020-05-25,37.9,37.9,37.05,37.15,-1.0,,,,,,,,35.97,34.46,34.98,35.53,28955.0,-1.0,,,,,,,21.7,21.23,21.4,21.59,8170.0,-1.0
2020-05-26,38.1,37.6,37.6,37.9,-1.0,,12.38,12.25,12.27,12.25,-1.0,,36.68,35.26,35.66,36.17,129983.0,-1.0,34.81,32.48,33.3,34.35,466737.0,-1.0,22.16,21.36,21.72,21.6,29092.0,-1.0
2020-05-27,37.6,37.35,37.3,37.3,-1.0,,12.15,12.03,12.05,12.1,-1.0,,36.16,33.98,35.93,34.74,112247.0,-1.0,34.32,31.75,34.14,32.81,415246.0,-1.0,21.69,21.2,21.55,21.33,23147.0,-1.0
2020-05-28,37.35,36.8,36.7,37.35,-1.0,,12.05,11.88,12.0,11.95,-1.0,,35.95,33.62,33.92,35.29,70994.0,-1.0,34.21,31.14,32.1,33.71,440168.0,-1.0,21.4,20.86,21.39,21.26,21963.0,-1.0
2020-05-29,37.24,36.95,36.75,36.75,-1.0,,12.0,11.88,12.0,11.98,-1.0,,35.37,34.06,35.15,35.33,14712.0,-1.0,35.77,32.36,33.68,35.49,443647.0,-1.0,21.84,21.11,21.32,21.4,16518.0,-1.0
2020-06-01,36.85,36.35,36.1,36.7,-1.0,,11.93,11.75,11.8,11.8,-1.0,,38.68,37.18,37.56,38.32,212783.0,-1.0,35.9,34.27,35.21,35.44,385710.0,-1.0,21.63,20.94,21.4,20.97,10854.0,-1.0
2020-06-02,37.85,37.85,36.65,36.7,-1.0,,12.13,11.98,12.0,12.07,-1.0,,39.75,38.26,38.34,39.57,205218.0,-1.0,37.06,35.28,35.56,36.81,343483.0,-1.0,22.11,20.8,20.92,22.07,26655.0,-1.0
2020-06-03,38.1,37.85,37.55,38.05,-1.0,,12.2,12.02,12.15,12.02,-1.0,,40.53,38.76,39.75,39.79,239425.0,-1.0,38.18,35.88,36.86,37.29,494253.0,-1.0,22.4,21.67,22.15,22.08,24343.0,-1.0
2020-06-04,38.15,38.1,37.5,37.65,-1.0,,12.25,11.93,11.93,12.15,-1.0,,40.1,39.04,39.6,39.99,172605.0,-1.0,37.62,36.38,36.76,37.41,307612.0,-1.0,22.34,21.78,22.02,22.21,19679.0,-1.0
2020-06-05,39.2,39.15,37.95,38.0,-1.0,,12.65,12.35,12.35,12.6,-1.0,,42.48,39.72,39.84,42.3,250309.0,-1.0,39.68,37.05,37.33,39.55,396856.0,-1.0,23.27,22.03,22.22,23.24,26774.0,-1.0
2020-06-08,39.45,38.8,38.7,39.1,-1.0,,12.65,12.2,12.63,12.3,-1.0,,43.41,40.68,42.4,40.8,227881.0,-1.0,40.44,37.96,39.41,38.19,416639.0,-1.0,23.33,22.6,23.3,22.71,27885.0,-1.0
2020-06-09,38.65,38.4,38.25,38.6,-1.0,,12.25,12.1,12.25,12.17,-1.0,,41.45,39.85,41.1,41.18,222358.0,-1.0,39.1,37.07,38.22,38.94,396033.0,-1.0,22.77,22.3,22.72,22.48,18711.0,-1.0
2020-06-10,38.8,38.75,38.1,38.3,-1.0,,12.23,12.02,12.07,12.1,-1.0,,41.99,40.14,40.72,41.73,234192.0,-1.0,39.91,37.73,38.5,39.6,385868.0,-1.0,22.95,22.15,22.48,22.91,24665.0,-1.0
2020-06-11,38.5,38.05,38.0,38.5,-1.0,,12.2,11.98,12.05,11.98,-1.0,,41.01,37.82,40.95,38.55,290169.0,-1.0,39.09,35.41,39.09,36.34,513912.0,-1.0,22.74,22.12,22.69,22.27,20078.0,-1.0
2020-06-12,38.2,38.05,37.6,38.05,-1.0,,12.1,11.9,12.07,11.93,-1.0,,39.45,37.01,37.88,38.73,237894.0,-1.0,36.99,34.48,36.26,36.26,406508.0,-1.0,22.45,21.77,21.99,22.0,23833.0,-1.0
2020-06-15,37.9,37.75,37.45,37.55,-1.0,,12.07,11.8,12.07,11.9,-1.0,,39.9,37.24,38.8,39.72,215424.0,-1.0,37.26,34.36,36.03,37.12,387546.0,-1.0,22.22,21.57,21.74,22.16,17565.0,-1.0
2020-06-16,38.9,38.5,38.21,38.25,-1.0,,12.15,12.02,12.08,12.13,-1.0,,41.65,38.95,39.94,40.96,248578.0,-1.0,39.06,36.38,37.05,38.38,366323.0,-1.0,23.25,22.39,22.39,22.78,31651.0,-1.0
2020-06-17,38.75,38.3,38.2,38.65,-1.0,,12.15,11.93,12.0,12.13,-1.0,,41.46,40.03,40.61,40.71,175235.0,-1.0,38.75,37.21,37.93,37.96,239516.0,-1.0,23.15,22.35,22.95,22.75,27594.0,-1.0
2020-06-18,39.6,39.45,38.35,38.35,-1.0,,12.38,12.2,12.2,12.38,-1.0,,41.64,40.06,40.43,41.51,175785.0,-1.0,38.97,37.11,37.74,38.84,113384.0,-1.0,24.55,22.52,22.58,24.47,42004.0,-1.0
2020-06-19,40.05,39.8,39.45,39.6,-1.0,,12.48,12.4,12.4,12.48,-1.0,,42.92,41.03,41.72,42.19,217494.0,-1.0,40.49,38.4,38.85,39.75,64113.0,-1.0,24.68,24.03,24.58,24.16,24732.0,-1.0
2020-06-22,40.13,40.12,39.3,39.4,-1.0,,12.52,12.3,12.45,12.32,-1.0,,43.18,41.58,41.74,43.08,187649.0,-1.0,40.7,39.12,39.18,40.46,29891.0,-1.0,24.67,23.77,24.09,24.53,23339.0,-1.0
2020-06-23,40.85,40.65,40.05,40.05,-1.0,,12.58,12.45,12.5,12.58,-1.0,,43.93,42.21,43.21,42.63,183029.0,-1.0,41.63,39.76,40.68,40.37,368730.0,-1.0,25.5,24.39,24.53,25.41,26009.0,-1.0
2020-06-24,41.05,40.6,40.25,40.7,-1.0,,12.56,12.38,12.56,12.38,-1.0,,42.89,39.63,42.45,40.31,195717.0,-1.0,40.54,37.31,39.99,38.01,499490.0,-1.0,25.75,24.7,25.2,25.4,34271.0,-1.0
2020-06-25,40.5,40.2,40.05,40.4,-1.0,,12.3,12.15,12.23,12.29,-1.0,,41.64,39.47,40.35,41.05,166049.0,-1.0,39.23,37.08,38.05,38.72,451640.0,-1.0,25.46,24.76,25.46,25.18,24723.0,-1.0
2020-06-26,40.7,39.85,39.85,40.2,-1.0,,12.25,12.15,12.18,12.23,-1.0,,41.81,40.29,41.44,41.02,120321.0,-1.0,39.35,37.79,39.09,38.49,356712.0,-1.0,25.44,24.65,25.27,24.73,21950.0,-1.0
2020-06-29,41.25,41.05,39.65,39.65,-1.0,,12.45,12.25,12.25,12.45,-1.0,,41.95,40.04,40.56,41.71,86776.0,-1.0,39.89,37.5,37.96,39.7,343913.0,-1.0,26.8,24.44,24.55,26.63,29442.0,-1.0
2020-06-30,41.75,41.25,41.1,41.2,-1.0,,12.55,12.43,12.43,12.5,-1.0,,41.62,40.9,41.33,41.15,12599.0,-1.0,40.08,38.85,39.64,39.27,370059.0,-1.0,27.23,26.06,26.62,26.97,33447.0,-1.0
