Date,CLOSE,HIGH,LOW,OPEN,COUNT
2016-07-21,1.1023,1.1058,1.0979,1.1011,74416.0
2016-07-22,1.0973,1.104,1.0951,1.1027,75216.0
2016-07-25,1.099,1.0998,1.095,1.0968,64234.0
2016-07-26,1.0986,1.1029,1.0976,1.0995,77191.0
2016-07-27,1.1055,1.1064,1.0959,1.0982,75483.0
2016-07-28,1.1074,1.1118,1.1047,1.1056,75067.0
2016-07-29,1.117,1.1197,1.1067,1.1075,77855.0
2016-08-01,1.1159,1.1183,1.1153,1.1173,61188.0
2016-08-02,1.1225,1.1233,1.1153,1.116,68933.0
2016-08-03,1.1147,1.1231,1.1137,1.1222,69467.0
2016-08-04,1.1128,1.1156,1.1112,1.1147,73019.0
2016-08-05,1.1085,1.1162,1.1043,1.1127,65388.0
2016-08-08,1.109,1.1105,1.107,1.1085,57532.0
2016-08-09,1.1117,1.1122,1.1067,1.1087,66320.0
2016-08-10,1.1174,1.119,1.11,1.1115,69092.0
2016-08-11,1.1135,1.1192,1.1131,1.1173,66607.0
2016-08-12,1.1158,1.1221,1.1127,1.1136,61794.0
2016-08-15,1.1183,1.1202,1.1152,1.1161,52951.0
2016-08-16,1.1276,1.1322,1.1173,1.118,73626.0
2016-08-17,1.1286,1.1315,1.1239,1.1276,77624.0
2016-08-18,1.1352,1.1365,1.1281,1.1291,79248.0
2016-08-19,1.1325,1.1362,1.1302,1.135,69549.0
2016-08-22,1.1315,1.133,1.1269,1.1302,66511.0
2016-08-23,1.1303,1.1354,1.1299,1.1318,67773.0
2016-08-24,1.1261,1.1313,1.1242,1.1303,73765.0
2016-08-25,1.1279,1.1297,1.1254,1.1262,66512.0
2016-08-26,1.1195,1.134,1.1177,1.1281,71731.0
2016-08-29,1.1188,1.1207,1.1156,1.1191,63504.0
2016-08-30,1.1141,1.1196,1.1128,1.1187,72551.0
2016-08-31,1.1156,1.1165,1.1121,1.1141,73801.0
2016-09-01,1.1196,1.1205,1.1126,1.1155,74702.0
2016-09-02,1.1153,1.1251,1.1148,1.1194,70232.0
2016-09-05,1.1144,1.1182,1.1137,1.1149,51609.0
2016-09-06,1.1252,1.1263,1.1137,1.1144,71716.0
2016-09-07,1.1237,1.1269,1.1226,1.1253,81556.0
2016-09-08,1.1258,1.1326,1.1231,1.1237,87792.0
2016-09-09,1.1229,1.1285,1.1197,1.1259,87314.0
2016-09-12,1.1232,1.1267,1.1209,1.123,80951.0
2016-09-13,1.1217,1.1259,1.12,1.1233,99633.0
2016-09-14,1.1249,1.1273,1.1207,1.1215,99766.0
2016-09-15,1.1241,1.1283,1.1217,1.1246,91388.0
2016-09-16,1.1153,1.1254,1.1145,1.1242,86277.0
2016-09-19,1.1173,1.1197,1.1146,1.116,70112.0
2016-09-20,1.1152,1.1213,1.1144,1.1176,86693.0
2016-09-21,1.1185,1.1196,1.1119,1.1148,105339.0
2016-09-22,1.1207,1.1257,1.1181,1.1192,100295.0
2016-09-23,1.1222,1.124,1.1191,1.1205,97147.0
2016-09-26,1.1253,1.1278,1.1219,1.1221,88035.0
2016-09-27,1.1213,1.126,1.1188,1.1251,101550.0
2016-09-28,1.1214,1.1236,1.1179,1.1212,119456.0
2016-09-29,1.1221,1.1249,1.1195,1.1215,121155.0
2016-09-30,1.1238,1.125,1.115,1.1222,120042.0
2016-10-03,1.1209,1.1243,1.1203,1.1233,80180.0
2016-10-04,1.1202,1.1238,1.1135,1.1208,115197.0
2016-10-05,1.1202,1.1234,1.1187,1.1202,110928.0
2016-10-06,1.1149,1.1212,1.1137,1.1203,102136.0
2016-10-07,1.1199,1.1205,1.1101,1.1149,125315.0
2016-10-10,1.1137,1.1201,1.1127,1.1195,89608.0
2016-10-11,1.1053,1.1143,1.1046,1.1135,113765.0
2016-10-12,1.1006,1.107,1.1001,1.1051,124378.0
2016-10-13,1.1056,1.1058,1.0982,1.1004,120469.0
2016-10-14,1.0969,1.106,1.0966,1.1054,113764.0
2016-10-17,1.0997,1.1008,1.0962,1.0972,96812.0
2016-10-18,1.0978,1.1026,1.0967,1.0998,102092.0
2016-10-19,1.0972,1.1004,1.0953,1.0979,105392.0
2016-10-20,1.0928,1.1039,1.0914,1.0972,104939.0
2016-10-21,1.0882,1.0931,1.0857,1.0927,101514.0
2016-10-24,1.088,1.09,1.0858,1.0876,96326.0
2016-10-25,1.0886,1.0904,1.0848,1.088,108814.0
2016-10-26,1.0907,1.0945,1.087,1.0887,106078.0
2016-10-27,1.0894,1.0942,1.0881,1.0906,110453.0
2016-10-28,1.0983,1.0991,1.0889,1.0895,105073.0
2016-10-31,1.0979,1.0992,1.0934,1.0984,96967.0
2016-11-01,1.1053,1.1069,1.0956,1.0979,104603.0
2016-11-02,1.1094,1.1123,1.1048,1.1053,120362.0
2016-11-03,1.1103,1.1126,1.1057,1.1096,120414.0
2016-11-04,1.1135,1.1143,1.1077,1.1102,98187.0
2016-11-07,1.1038,1.1136,1.1026,1.1134,110650.0
2016-11-08,1.1023,1.1067,1.1005,1.1039,110725.0
2016-11-09,1.0909,1.1299,1.0902,1.1023,181047.0
2016-11-10,1.0889,1.0954,1.0862,1.0907,164222.0
2016-11-11,1.085,1.0923,1.0827,1.0891,156764.0
2016-11-14,1.0734,1.0849,1.0706,1.0847,159287.0
2016-11-15,1.072,1.0816,1.071,1.0734,156909.0
2016-11-16,1.0685,1.0759,1.0663,1.072,159407.0
2016-11-17,1.0625,1.0745,1.0616,1.0689,152308.0
2016-11-18,1.0585,1.0642,1.0567,1.0622,150293.0
2016-11-21,1.0627,1.0649,1.0576,1.0581,146089.0
2016-11-22,1.0624,1.0658,1.0581,1.0625,159739.0
2016-11-23,1.0556,1.0643,1.0523,1.0626,146278.0
2016-11-24,1.0552,1.0585,1.0515,1.0552,148196.0
2016-11-25,1.0584,1.0628,1.0535,1.0548,154577.0
2016-11-28,1.0613,1.0684,1.0561,1.0594,141930.0
2016-11-29,1.0647,1.0654,1.0562,1.0612,153850.0
2016-11-30,1.0585,1.0666,1.0551,1.0646,160302.0
2016-12-01,1.066,1.0668,1.0582,1.0588,158634.0
2016-12-02,1.067,1.0689,1.0623,1.066,148018.0
2016-12-05,1.0762,1.0796,1.0503,1.0672,151126.0
2016-12-06,1.0717,1.0785,1.0696,1.0762,140365.0
2016-12-07,1.0751,1.0768,1.0707,1.0719,140634.0
2016-12-08,1.0615,1.0872,1.0595,1.0753,165261.0
2016-12-09,1.0559,1.0629,1.0528,1.0615,141766.0
2016-12-12,1.0634,1.0651,1.0523,1.055,130671.0
2016-12-13,1.0625,1.0666,1.0601,1.0633,139857.0
2016-12-14,1.0535,1.0669,1.0494,1.0625,139026.0
2016-12-15,1.0412,1.0542,1.0364,1.0534,166946.0
2016-12-16,1.0447,1.0473,1.0398,1.0415,134548.0
2016-12-19,1.0402,1.0479,1.039,1.0442,129459.0
2016-12-20,1.0385,1.0417,1.035,1.0403,143151.0
2016-12-21,1.0423,1.0451,1.038,1.0388,136665.0
2016-12-22,1.0435,1.0499,1.0419,1.0421,139967.0
2016-12-23,1.0454,1.0467,1.0424,1.0435,109005.0
2016-12-26,1.0453,1.047,1.0436,1.0451,44608.0
2016-12-27,1.0455,1.0463,1.0429,1.0451,90121.0
2016-12-28,1.0407,1.0479,1.0369,1.0454,117999.0
2016-12-29,1.049,1.0493,1.0404,1.0416,125740.0
2016-12-30,1.0513,1.0651,1.0479,1.0489,110133.0
2017-01-02,1.0457,1.0532,1.0446,1.0529,27895.0
2017-01-03,1.0404,1.049,1.0339,1.0453,74707.0
2017-01-04,1.0486,1.0499,1.0387,1.0403,91660.0
2017-01-05,1.0603,1.0615,1.0478,1.0489,103626.0
2017-01-06,1.053,1.0621,1.052,1.0603,92864.0
2017-01-09,1.0572,1.0582,1.0508,1.0537,108645.0
2017-01-10,1.0553,1.0626,1.0549,1.0571,134155.0
2017-01-11,1.058,1.0622,1.0452,1.0554,139502.0
2017-01-12,1.061,1.0684,1.057,1.058,143924.0
2017-01-13,1.0641,1.0671,1.0595,1.0609,130833.0
2017-01-16,1.06,1.0635,1.0577,1.0615,118279.0
2017-01-17,1.0712,1.0718,1.0593,1.0598,144120.0
2017-01-18,1.063,1.0715,1.0624,1.0712,139615.0
2017-01-19,1.0663,1.0676,1.0587,1.0628,140007.0
2017-01-20,1.0699,1.0709,1.0623,1.0663,133161.0
2017-01-23,1.0761,1.0769,1.0682,1.0683,142680.0
2017-01-24,1.073,1.0774,1.0717,1.0762,138867.0
2017-01-25,1.0744,1.0769,1.0709,1.073,136193.0
2017-01-26,1.068,1.0765,1.0655,1.0744,141171.0
2017-01-27,1.0694,1.0724,1.0656,1.068,128324.0
2017-01-30,1.0692,1.074,1.0617,1.0689,133445.0
2017-01-31,1.0795,1.0811,1.0681,1.0692,148466.0
2017-02-01,1.0767,1.0808,1.0729,1.0796,137186.0
2017-02-02,1.0758,1.0828,1.0752,1.0766,145887.0
2017-02-03,1.0781,1.0797,1.0711,1.0756,148176.0
2017-02-06,1.0749,1.08,1.0702,1.078,142110.0
2017-02-07,1.068,1.075,1.0653,1.0749,147939.0
2017-02-08,1.0697,1.0713,1.0638,1.0681,145218.0
2017-02-09,1.0654,1.0709,1.0648,1.0697,124190.0
2017-02-10,1.0638,1.0667,1.0606,1.0655,120274.0
2017-02-13,1.0597,1.0657,1.059,1.0632,120255.0
2017-02-14,1.0577,1.0633,1.0559,1.0596,124316.0
2017-02-15,1.0598,1.0608,1.052,1.0574,125425.0
2017-02-16,1.0672,1.068,1.0586,1.0598,122762.0
2017-02-17,1.0611,1.0676,1.0602,1.0672,109622.0
2017-02-20,1.0609,1.0633,1.0601,1.0614,100280.0
2017-02-21,1.0535,1.0616,1.0524,1.0609,109905.0
2017-02-22,1.0555,1.0573,1.0492,1.0533,109731.0
2017-02-23,1.0579,1.0595,1.0536,1.0555,78947.0
2017-02-24,1.056,1.0617,1.0554,1.058,73114.0
2017-02-27,1.0585,1.063,1.0549,1.056,104058.0
2017-02-28,1.0575,1.063,1.0568,1.0585,118313.0
2017-03-01,1.0546,1.0588,1.0513,1.0573,124124.0
2017-03-02,1.0506,1.0551,1.0492,1.0546,107248.0
2017-03-03,1.062,1.0623,1.0499,1.0505,107608.0
2017-03-06,1.0578,1.064,1.0572,1.0614,108530.0
2017-03-07,1.0565,1.0602,1.0556,1.0582,104448.0
2017-03-08,1.0539,1.0574,1.0533,1.0564,103700.0
2017-03-09,1.0575,1.0615,1.0523,1.0539,124549.0
2017-03-10,1.0669,1.0699,1.0569,1.0574,118638.0
2017-03-13,1.0653,1.0714,1.0649,1.0671,114490.0
2017-03-14,1.0602,1.0662,1.0597,1.0653,115012.0
2017-03-15,1.0732,1.074,1.0601,1.0602,123530.0
2017-03-16,1.0764,1.077,1.0704,1.0732,127916.0
2017-03-17,1.0736,1.0782,1.0726,1.0763,107940.0
2017-03-20,1.0737,1.0777,1.0723,1.0738,97534.0
2017-03-21,1.0808,1.0819,1.0717,1.0737,115688.0
2017-03-22,1.0795,1.0825,1.0774,1.0808,118062.0
2017-03-23,1.078,1.0804,1.0766,1.0794,115916.0
2017-03-24,1.0797,1.0818,1.0759,1.0782,108914.0
2017-03-27,1.0864,1.0904,1.0794,1.0796,119060.0
2017-03-28,1.0812,1.0872,1.0796,1.0863,115951.0
2017-03-29,1.0766,1.0826,1.0738,1.081,117757.0
2017-03-30,1.0674,1.077,1.0669,1.0764,111248.0
2017-03-31,1.0649,1.0702,1.0649,1.0672,112519.0
2017-04-03,1.0668,1.0681,1.0641,1.0658,111211.0
2017-04-04,1.0672,1.0677,1.0634,1.0667,109858.0
2017-04-05,1.0662,1.0689,1.0632,1.0671,109943.0
2017-04-06,1.0642,1.0684,1.0627,1.0661,106534.0
2017-04-07,1.0588,1.0666,1.0578,1.0642,117517.0
2017-04-10,1.0593,1.0606,1.0568,1.059,87309.0
2017-04-11,1.0602,1.063,1.0577,1.0594,93830.0
2017-04-12,1.0664,1.0675,1.0587,1.0604,106090.0
2017-04-13,1.0612,1.0677,1.0607,1.0662,104236.0
2017-04-14,1.0609,1.063,1.0604,1.0613,53296.0
2017-04-17,1.064,1.067,1.06,1.0612,70500.0
2017-04-18,1.0732,1.0736,1.0635,1.0642,106291.0
2017-04-19,1.0709,1.0736,1.0698,1.0728,105723.0
2017-04-20,1.0714,1.0777,1.0706,1.0708,97901.0
2017-04-21,1.0726,1.0737,1.068,1.0717,93809.0
2017-04-24,1.0867,1.0935,1.0819,1.0889,136218.0
2017-04-25,1.0925,1.095,1.085,1.0867,112361.0
2017-04-26,1.0903,1.095,1.0855,1.0924,120478.0
2017-04-27,1.0872,1.0932,1.085,1.0902,105137.0
2017-04-28,1.0895,1.0947,1.0855,1.0875,100413.0
2017-05-01,1.0898,1.0923,1.0882,1.0905,55900.0
2017-05-02,1.0927,1.0933,1.0886,1.0898,103010.0
2017-05-03,1.0882,1.0936,1.088,1.0927,103647.0
2017-05-04,1.0984,1.0987,1.0873,1.0884,113033.0
2017-05-05,1.0995,1.1,1.0948,1.0988,95532.0
2017-05-08,1.0922,1.1022,1.0915,1.0996,75778.0
2017-05-09,1.0872,1.0933,1.0861,1.0922,80725.0
2017-05-10,1.0866,1.0898,1.0851,1.0872,119326.0
2017-05-11,1.0861,1.0893,1.0838,1.0868,105619.0
2017-05-12,1.0928,1.0934,1.0854,1.086,94032.0
2017-05-15,1.0973,1.0989,1.092,1.0924,92187.0
2017-05-16,1.1082,1.1097,1.0971,1.0975,106618.0
2017-05-17,1.1158,1.1162,1.1078,1.1082,124401.0
2017-05-18,1.1101,1.1171,1.1073,1.1158,130532.0
2017-05-19,1.1204,1.1211,1.1094,1.11,106571.0
2017-05-22,1.1236,1.1263,1.116,1.12,115275.0
2017-05-23,1.1182,1.1267,1.1172,1.1235,137489.0
2017-05-24,1.1217,1.122,1.1167,1.1182,133240.0
2017-05-25,1.1209,1.125,1.1192,1.1217,117575.0
2017-05-26,1.1182,1.1234,1.1158,1.121,110626.0
2017-05-29,1.1164,1.119,1.1159,1.1177,84345.0
2017-05-30,1.1183,1.1205,1.1108,1.1163,125809.0
2017-05-31,1.1241,1.1252,1.1163,1.1184,141218.0
2017-06-01,1.1211,1.1256,1.1201,1.124,127411.0
2017-06-02,1.128,1.1285,1.1203,1.1211,95810.0
2017-06-05,1.1252,1.1283,1.1233,1.1277,103092.0
2017-06-06,1.1275,1.1283,1.1238,1.1251,119451.0
2017-06-07,1.1255,1.1282,1.1203,1.1275,127125.0
2017-06-08,1.1212,1.1268,1.1193,1.1255,130426.0
2017-06-09,1.1192,1.1237,1.1165,1.1213,125274.0
2017-06-12,1.12,1.1232,1.119,1.1193,98831.0
2017-06-13,1.1214,1.1224,1.1183,1.1202,114451.0
2017-06-14,1.1217,1.1295,1.119,1.1209,134505.0
2017-06-15,1.1143,1.1229,1.113,1.1217,130866.0
2017-06-16,1.1197,1.1201,1.1137,1.1142,109248.0
2017-06-19,1.1148,1.1213,1.1141,1.1198,114815.0
2017-06-20,1.1134,1.1165,1.1117,1.1147,128940.0
2017-06-21,1.1166,1.1169,1.1126,1.1131,108328.0
2017-06-22,1.115,1.1177,1.1138,1.1165,103511.0
2017-06-23,1.1192,1.1209,1.1143,1.115,96440.0
2017-06-26,1.1179,1.1219,1.117,1.1199,91394.0
2017-06-27,1.1337,1.1349,1.1176,1.1181,117676.0
2017-06-28,1.1376,1.139,1.129,1.1337,138353.0
2017-06-29,1.144,1.1445,1.1372,1.1375,130789.0
2017-06-30,1.1423,1.1445,1.139,1.1439,118836.0
2017-07-03,1.136,1.1427,1.1353,1.1418,102182.0
2017-07-04,1.1342,1.1376,1.1335,1.1363,96698.0
2017-07-05,1.1352,1.1368,1.1311,1.1344,115169.0
2017-07-06,1.1422,1.1424,1.1328,1.135,113871.0
2017-07-07,1.14,1.1439,1.1378,1.1422,113474.0
2017-07-10,1.1399,1.1417,1.138,1.139,95389.0
2017-07-11,1.1465,1.1479,1.1381,1.1397,113744.0
2017-07-12,1.141,1.1489,1.139,1.1465,132140.0
2017-07-13,1.1395,1.1455,1.1369,1.1409,123263.0
2017-07-14,1.1467,1.1471,1.139,1.1398,108876.0
2017-07-17,1.1478,1.1487,1.1433,1.1462,97549.0
2017-07-18,1.1552,1.1583,1.147,1.1477,128005.0
2017-07-19,1.1514,1.1557,1.1508,1.1552,107935.0
2017-07-20,1.1629,1.1655,1.1477,1.1511,125944.0
2017-07-21,1.1661,1.1682,1.1618,1.1632,110333.0
2017-07-24,1.1638,1.1684,1.1624,1.1658,99782.0
2017-07-25,1.1651,1.1711,1.1629,1.1638,104225.0
2017-07-26,1.1732,1.1739,1.1611,1.1646,109638.0
2017-07-27,1.1676,1.1776,1.1648,1.1733,106475.0
2017-07-28,1.175,1.1763,1.1669,1.1675,108836.0
2017-07-31,1.184,1.1845,1.1721,1.1735,115295.0
2017-08-01,1.1801,1.1845,1.1784,1.184,128041.0
2017-08-02,1.1854,1.1909,1.1792,1.18,124756.0
2017-08-03,1.1868,1.1892,1.1829,1.1854,112942.0
2017-08-04,1.1768,1.1889,1.1727,1.1867,111311.0
2017-08-07,1.1793,1.1813,1.1765,1.1766,105583.0
2017-08-08,1.1749,1.1824,1.1713,1.1793,117769.0
2017-08-09,1.1757,1.1763,1.1687,1.175,132499.0
2017-08-10,1.177,1.1784,1.1702,1.1757,127931.0
2017-08-11,1.182,1.1846,1.1747,1.1771,128914.0
2017-08-14,1.1778,1.1838,1.1768,1.1804,114561.0
2017-08-15,1.1733,1.1792,1.1686,1.1778,124773.0
2017-08-16,1.1768,1.1778,1.168,1.1732,141424.0
2017-08-17,1.1723,1.1789,1.1661,1.1766,145315.0
2017-08-18,1.176,1.1773,1.1705,1.1721,145046.0
2017-08-21,1.1814,1.1828,1.1729,1.1748,118561.0
2017-08-22,1.176,1.1824,1.1743,1.1813,129622.0
2017-08-23,1.1805,1.1823,1.1738,1.176,126834.0
2017-08-24,1.1797,1.1819,1.1782,1.1805,118898.0
2017-08-25,1.1924,1.194,1.1771,1.1797,118923.0
2017-08-28,1.1977,1.1983,1.1915,1.1924,103082.0
2017-08-29,1.1972,1.2069,1.1944,1.1977,141654.0
2017-08-30,1.1881,1.1984,1.1879,1.1972,134263.0
2017-08-31,1.1908,1.1912,1.1821,1.1882,124848.0
2017-09-01,1.1857,1.1979,1.1848,1.1909,111963.0
2017-09-04,1.1895,1.1922,1.1852,1.1857,87581.0
2017-09-05,1.1912,1.1939,1.1866,1.1894,108422.0
2017-09-06,1.1915,1.1949,1.1901,1.1912,106485.0
2017-09-07,1.2021,1.2059,1.1912,1.1915,116271.0
2017-09-08,1.2033,1.2092,1.2014,1.2022,133779.0
2017-09-11,1.1951,1.2039,1.1946,1.2039,116188.0
2017-09-12,1.1965,1.1978,1.1924,1.1951,116979.0
2017-09-13,1.1885,1.1994,1.1871,1.1966,111269.0
2017-09-14,1.1918,1.1921,1.1836,1.1883,114775.0
2017-09-15,1.1941,1.1986,1.1899,1.1917,123903.0
2017-09-18,1.1952,1.1969,1.1913,1.1947,104713.0
2017-09-19,1.1992,1.2006,1.1948,1.1953,126493.0
2017-09-20,1.1891,1.2031,1.186,1.1992,122192.0
2017-09-21,1.1939,1.1953,1.1864,1.1892,118966.0
2017-09-22,1.1952,1.2004,1.1935,1.194,108528.0
2017-09-25,1.1846,1.196,1.1831,1.1951,101705.0
2017-09-26,1.1791,1.1861,1.1756,1.1846,114646.0
2017-09-27,1.1743,1.1795,1.1715,1.1791,112571.0
2017-09-28,1.1784,1.1803,1.1719,1.1744,103407.0
2017-09-29,1.1812,1.1832,1.1771,1.1785,95593.0
2017-10-02,1.173,1.1816,1.1728,1.1816,96427.0
2017-10-03,1.1742,1.1773,1.1694,1.1731,103417.0
2017-10-04,1.1759,1.1788,1.1733,1.1742,105475.0
2017-10-05,1.171,1.1779,1.1697,1.1757,99160.0
2017-10-06,1.1733,1.1738,1.1667,1.1709,110973.0
2017-10-09,1.1739,1.1756,1.1716,1.1727,77635.0
2017-10-10,1.1806,1.1825,1.1737,1.1738,115006.0
2017-10-11,1.1857,1.1869,1.1793,1.1806,118373.0
2017-10-12,1.1829,1.188,1.1825,1.186,111161.0
2017-10-13,1.1822,1.1874,1.1803,1.1828,119801.0
2017-10-16,1.1795,1.1825,1.1779,1.1824,104582.0
2017-10-17,1.1766,1.18,1.1734,1.1796,115612.0
2017-10-18,1.1787,1.1805,1.1729,1.1764,112692.0
2017-10-19,1.185,1.1858,1.1766,1.1786,127320.0
2017-10-20,1.1783,1.1857,1.1761,1.1851,121570.0
2017-10-23,1.1747,1.1777,1.1723,1.1771,105997.0
2017-10-24,1.1759,1.1792,1.1741,1.1747,110914.0
2017-10-25,1.1812,1.1818,1.1751,1.1759,120841.0
2017-10-26,1.165,1.1836,1.1639,1.1811,118639.0
2017-10-27,1.1608,1.1657,1.1573,1.1648,120889.0
2017-10-30,1.1649,1.1658,1.1592,1.1601,103823.0
2017-10-31,1.1644,1.1661,1.1623,1.1649,110852.0
2017-11-01,1.1617,1.1657,1.1605,1.1644,117085.0
2017-11-02,1.1656,1.1687,1.1611,1.1617,126371.0
2017-11-03,1.1607,1.169,1.1597,1.1658,103733.0
2017-11-06,1.1609,1.1624,1.1578,1.1608,81695.0
2017-11-07,1.1585,1.1616,1.1552,1.1608,112504.0
2017-11-08,1.1593,1.1611,1.1577,1.1585,113640.0
2017-11-09,1.164,1.1655,1.1584,1.1594,128328.0
2017-11-10,1.1663,1.1678,1.1621,1.164,105990.0
2017-11-13,1.1665,1.1675,1.1636,1.1664,101098.0
2017-11-14,1.1796,1.1805,1.1658,1.1665,110199.0
2017-11-15,1.1791,1.186,1.1783,1.1796,118940.0
2017-11-16,1.1769,1.1801,1.1755,1.1791,108357.0
2017-11-17,1.1793,1.1821,1.1764,1.1769,102196.0
2017-11-20,1.1732,1.1808,1.172,1.1789,123995.0
2017-11-21,1.1737,1.1758,1.1712,1.1731,124729.0
2017-11-22,1.182,1.1827,1.1731,1.1736,123489.0
2017-11-23,1.185,1.1855,1.1811,1.182,97885.0
2017-11-24,1.193,1.1944,1.1835,1.185,106184.0
2017-11-27,1.1896,1.196,1.1894,1.1931,115416.0
2017-11-28,1.1839,1.1919,1.1825,1.1896,133409.0
2017-11-29,1.1847,1.1883,1.1816,1.184,124875.0
2017-11-30,1.1902,1.1931,1.1807,1.1845,128493.0
2017-12-01,1.1889,1.194,1.1849,1.1902,144908.0
2017-12-04,1.1864,1.1888,1.1828,1.188,107202.0
2017-12-05,1.1824,1.1877,1.1799,1.1864,119763.0
2017-12-06,1.1795,1.1848,1.1779,1.1824,119750.0
2017-12-07,1.1771,1.1814,1.177,1.1794,112286.0
2017-12-08,1.1764,1.1777,1.1728,1.1771,112778.0
2017-12-11,1.1768,1.1812,1.1761,1.1767,96285.0
2017-12-12,1.174,1.1792,1.1716,1.1768,104498.0
2017-12-13,1.1825,1.1831,1.1728,1.1741,105590.0
2017-12-14,1.1777,1.1862,1.1769,1.1825,121723.0
2017-12-15,1.1752,1.1812,1.1749,1.1776,109243.0
2017-12-18,1.1781,1.1834,1.1736,1.1753,103322.0
2017-12-19,1.1838,1.1849,1.1775,1.178,119296.0
2017-12-20,1.1869,1.1901,1.1827,1.1838,116559.0
2017-12-21,1.1873,1.1889,1.1848,1.1871,115168.0
2017-12-22,1.1857,1.1876,1.1815,1.1873,112876.0
2017-12-25,1.1868,1.1881,1.1841,1.1849,4856.0
2017-12-26,1.1858,1.1878,1.1845,1.1867,52262.0
2017-12-27,1.1886,1.191,1.1853,1.1857,87898.0
2017-12-28,1.1941,1.1959,1.1886,1.1886,88631.0
2017-12-29,1.1996,1.2028,1.1935,1.1941,85642.0
2018-01-01,1.2008,1.2012,1.1993,1.2001,292.0
2018-01-02,1.2057,1.2082,1.2001,1.2011,73816.0
2018-01-03,1.2012,1.2068,1.1999,1.2056,81951.0
2018-01-04,1.2067,1.2089,1.2003,1.2014,84475.0
2018-01-05,1.2028,1.2083,1.2019,1.2066,79197.0
2018-01-08,1.1965,1.2052,1.1954,1.2027,67207.0
2018-01-09,1.1935,1.1975,1.1914,1.1965,103820.0
2018-01-10,1.1945,1.2017,1.1921,1.1936,127568.0
2018-01-11,1.2031,1.2059,1.1927,1.1945,122923.0
2018-01-12,1.2185,1.2188,1.2029,1.2031,121420.0
2018-01-15,1.2261,1.2296,1.2186,1.2196,120303.0
2018-01-16,1.2259,1.2282,1.2193,1.2263,135161.0
2018-01-17,1.2184,1.2322,1.2175,1.2258,150167.0
2018-01-18,1.2237,1.2265,1.2163,1.2184,139827.0
2018-01-19,1.222,1.2295,1.2217,1.2235,135755.0
2018-01-22,1.226,1.2274,1.2212,1.2266,112693.0
2018-01-23,1.2297,1.2306,1.2221,1.2261,132523.0
2018-01-24,1.2406,1.2415,1.2291,1.2297,150195.0
2018-01-25,1.2395,1.2536,1.2362,1.2406,175078.0
2018-01-26,1.2419,1.2493,1.2369,1.2393,150629.0
2018-01-29,1.2381,1.2435,1.2335,1.2425,136426.0
2018-01-30,1.24,1.2453,1.2333,1.2381,145663.0
2018-01-31,1.242,1.2475,1.2385,1.24,162618.0
2018-02-01,1.2508,1.2522,1.2384,1.2412,172555.0
2018-02-02,1.246,1.2518,1.2407,1.2506,164842.0
2018-02-05,1.2367,1.2475,1.2361,1.2455,128023.0
2018-02-06,1.2376,1.2433,1.2313,1.2366,179129.0
2018-02-07,1.2262,1.2405,1.2245,1.2376,146016.0
2018-02-08,1.2245,1.2295,1.221,1.2262,157478.0
2018-02-09,1.2233,1.2287,1.2204,1.2243,140967.0
2018-02-12,1.2291,1.2297,1.2233,1.2252,115697.0
2018-02-13,1.235,1.2371,1.2283,1.2291,131214.0
2018-02-14,1.2448,1.2465,1.2274,1.235,153513.0
2018-02-15,1.2505,1.251,1.2446,1.2448,147974.0
2018-02-16,1.2404,1.2555,1.2392,1.2504,145110.0
2018-02-19,1.2407,1.2435,1.2367,1.2409,109423.0
2018-02-20,1.2336,1.2412,1.2318,1.2407,137835.0
2018-02-21,1.2282,1.2359,1.2279,1.2336,166604.0
2018-02-22,1.2329,1.2352,1.2258,1.2281,151163.0
2018-02-23,1.2293,1.2337,1.2278,1.2329,108095.0
2018-02-26,1.2316,1.2354,1.2276,1.2297,118358.0
2018-02-27,1.2231,1.2346,1.2219,1.2316,156082.0
2018-02-28,1.2193,1.2241,1.2186,1.2231,143633.0
2018-03-01,1.2267,1.2272,1.2153,1.2193,150565.0
2018-03-02,1.2317,1.2336,1.225,1.2265,143253.0
2018-03-05,1.2335,1.2365,1.2267,1.2322,137637.0
2018-03-06,1.2402,1.242,1.2326,1.2334,146594.0
2018-03-07,1.2412,1.2443,1.2383,1.2402,152745.0
2018-03-08,1.231,1.2446,1.2296,1.2409,125507.0
2018-03-09,1.2305,1.2334,1.2271,1.231,108490.0
2018-03-12,1.2332,1.2345,1.2289,1.2309,104884.0
2018-03-13,1.2389,1.2407,1.2313,1.2333,130594.0
2018-03-14,1.2365,1.2412,1.2345,1.2388,132444.0
2018-03-15,1.2304,1.2384,1.2298,1.2365,129118.0
2018-03-16,1.2287,1.2336,1.2259,1.2303,100515.0
2018-03-19,1.2333,1.2359,1.2256,1.2282,118632.0
2018-03-20,1.224,1.2354,1.2237,1.2333,140639.0
2018-03-21,1.2336,1.2349,1.2239,1.224,133226.0
2018-03-22,1.23,1.2388,1.2283,1.2336,162408.0
2018-03-23,1.2351,1.2373,1.2299,1.23,144246.0
2018-03-26,1.2442,1.2462,1.234,1.2347,119102.0
2018-03-27,1.2401,1.2476,1.2371,1.2442,143313.0
2018-03-28,1.2307,1.2422,1.2298,1.2401,141081.0
2018-03-29,1.2301,1.2335,1.2281,1.2307,147858.0
2018-03-30,1.2321,1.233,1.2292,1.2299,90473.0
